annee;code_iris;nom_iris;numero_de_voie;indice_de_repetition;type_de_voie;libelle_de_voie;adresse;nombre_de_sites;consommation_annuelle_totale_de_ladresse_mwh;code_grand_secteur;code_categorie_consommation;code_secteur_naf2;code_commune;nom_commune;code_epci;code_departement;code_region;tri_des_adresses
2022;640010000;Aast (commune non irisée);;;;FOYER MUNICIPAL;FOYER MUNICIPAL;1;7.513;TERTIAIRE;ENT;84;64001;Aast;200067296;64;75;1
2024;640010000;Aast (commune non irisée);;;;FOYER MUNICIPAL;FOYER MUNICIPAL;1;5.079;TERTIAIRE;ENT;84;64001;Aast;200067296;64;75;1
2023;640010000;Aast (commune non irisée);;;;FOYER MUNICIPAL;FOYER MUNICIPAL;1;6.1;TERTIAIRE;ENT;84;64001;Aast;200067296;64;75;1
2021;550010000;Abainville (commune non irisée);39;;ROUTE;DE BAR;39 ROUTE DE BAR;1;140.098;AGRICULTURE;ENT;01;55001;Abainville;200066108;55;44;1
2023;550010000;Abainville (commune non irisée);;;RUE;D ABAINVILLE;RUE D ABAINVILLE;1;21.368;AGRICULTURE;ENT;01;55001;Abainville;200066108;55;44;2
2021;550010000;Abainville (commune non irisée);38;;ROUTE;DE BAR;38 ROUTE DE BAR;1;13.85;AGRICULTURE;ENT;01;55001;Abainville;200066108;55;44;2
2024;550010000;Abainville (commune non irisée);;;RUE;D ABAINVILLE;RUE D ABAINVILLE;1;1.334;AGRICULTURE;ENT;01;55001;Abainville;200066108;55;44;2
2022;550010000;Abainville (commune non irisée);;;RUE;D ABAINVILLE;RUE D ABAINVILLE;1;119.037;AGRICULTURE;ENT;01;55001;Abainville;200066108;55;44;2
2024;550010000;Abainville (commune non irisée);38;;ROUTE;DE BAR;38 ROUTE DE BAR;1;217.632;AGRICULTURE;ENT;01;55001;Abainville;200066108;55;44;3
2021;250010000;Abbans-Dessous (commune non irisée);13;B;RUE;JOUFFROY D ABBANS;13 B RUE JOUFFROY D ABBANS;1;200.702;AGRICULTURE;ENT;01;25001;Abbans-Dessous;200068070;25;27;3
2022;550010000;Abainville (commune non irisée);38;;ROUTE;DE BAR;38 ROUTE DE BAR;1;185.424;AGRICULTURE;ENT;01;55001;Abainville;200066108;55;44;3
2023;550010000;Abainville (commune non irisée);38;;ROUTE;DE BAR;38 ROUTE DE BAR;1;194.432;AGRICULTURE;ENT;01;55001;Abainville;200066108;55;44;3
2022;550010000;Abainville (commune non irisée);;;CITE;DU GRANIT;CITE DU GRANIT;1;2.193;INDUSTRIE;ENT;35;55001;Abainville;200066108;55;44;4
2021;440010000;Abbaretz (commune non irisée);4;;RUE;DE BELLEVUE;4 RUE DE BELLEVUE;1;18.218;TERTIAIRE;ENT;70;44001;Abbaretz;244400537;44;52;4
2024;550010000;Abainville (commune non irisée);;;;FABRIQUE DE MEUBLES;FABRIQUE DE MEUBLES;1;0.468;INDUSTRIE;ENT;31;55001;Abainville;200066108;55;44;4
2023;550010000;Abainville (commune non irisée);;;;FABRIQUE DE MEUBLES;FABRIQUE DE MEUBLES;1;1.333;INDUSTRIE;ENT;31;55001;Abainville;200066108;55;44;4
2024;550010000;Abainville (commune non irisée);;;;GRANITERIE;GRANITERIE;1;143.864;INDUSTRIE;ENT;23;55001;Abainville;200066108;55;44;5
2023;550010000;Abainville (commune non irisée);;;;GRANITERIE;GRANITERIE;1;144.344;INDUSTRIE;ENT;23;55001;Abainville;200066108;55;44;5
2022;550010000;Abainville (commune non irisée);;;;FABRIQUE DE MEUBLES;FABRIQUE DE MEUBLES;1;25.858;INDUSTRIE;ENT;31;55001;Abainville;200066108;55;44;5
2021;440010000;Abbaretz (commune non irisée);3;;PLACE;DE L EGLISE;3 PLACE DE L EGLISE;1;38.74;INDUSTRIE;ENT;10;44001;Abbaretz;244400537;44;52;5
2023;550010000;Abainville (commune non irisée);;;;ROUTE DE GONDRECOURT;ROUTE DE GONDRECOURT;1;210.315;INDUSTRIE;ENT;43;55001;Abainville;200066108;55;44;6
2022;550010000;Abainville (commune non irisée);;;;G R A N I T E R I E;G R A N I T E R I E;1;153.677;INDUSTRIE;ENT;23;55001;Abainville;200066108;55;44;6
2024;550010000;Abainville (commune non irisée);;;;ROUTE DE GONDRECOURT;ROUTE DE GONDRECOURT;1;220.371;INDUSTRIE;ENT;43;55001;Abainville;200066108;55;44;6
2021;600020000;Abbecourt (commune non irisée);7;;RUE;D HODENC L EVEQUE;7 RUE D HODENC L EVEQUE;1;96.469;TERTIAIRE;ENT;84;60002;Abbecourt;200067973;60;32;6
2021;800010101;Centre Ville Émonville;9;;PLACE;CLEMENCEAU;9 PLACE CLEMENCEAU;1;44.482;TERTIAIRE;ENT;86;80001;Abbeville;200070993;80;32;7
2023;600010000;Abancourt (commune non irisée);;;RUE;DE LA GARE;RUE DE LA GARE;1;52.628;TERTIAIRE;ENT;68;60001;Abancourt;246000848;60;32;7
2022;550010000;Abainville (commune non irisée);;;;ROUTE DE GONDRECOURT;ROUTE DE GONDRECOURT;1;203.432;INDUSTRIE;ENT;43;55001;Abainville;200066108;55;44;7
2024;600010000;Abancourt (commune non irisée);;;RUE;DE LA GARE;RUE DE LA GARE;3;117.154;TERTIAIRE;ENT;49;60001;Abancourt;246000848;60;32;7
2021;800010101;Centre Ville Émonville;24;;PLACE;CLEMENCEAU;24 PLACE CLEMENCEAU;1;206.317;TERTIAIRE;ENT;85;80001;Abbeville;200070993;80;32;8
2024;600010000;Abancourt (commune non irisée);;;RUE;DE LA GARE;RUE DE LA GARE;1;38.101;TERTIAIRE;ENT;68;60001;Abancourt;246000848;60;32;8
2023;600010000;Abancourt (commune non irisée);;;RUE;DE LA GARE;RUE DE LA GARE;1;112.509;TERTIAIRE;ENT;49;60001;Abancourt;246000848;60;32;8
2022;600010000;Abancourt (commune non irisée);;;RUE;DE LA GARE;RUE DE LA GARE;1;76.447;TERTIAIRE;ENT;68;60001;Abancourt;246000848;60;32;8
2021;800010101;Centre Ville Émonville;17;;PLACE;CLEMENCEAU;17 PLACE CLEMENCEAU;1;65.558;TERTIAIRE;ENT;59;80001;Abbeville;200070993;80;32;9
2024;590010000;Abancourt (commune non irisée);;;;GRAND PLACE;GRAND PLACE;1;1.98;TERTIAIRE;ENT;84;59001;Abancourt;200068500;59;32;9
2023;590010000;Abancourt (commune non irisée);;;;GRAND PLACE;GRAND PLACE;1;2.493;TERTIAIRE;ENT;84;59001;Abancourt;200068500;59;32;9
2022;600010000;Abancourt (commune non irisée);;;RUE;DE LA GARE;RUE DE LA GARE;1;116.137;TERTIAIRE;ENT;49;60001;Abancourt;246000848;60;32;9
2024;550020000;Abaucourt-Hautecourt (commune non irisée);;;;;;1;26.947;TERTIAIRE;ENT;82;55002;Abaucourt-Hautecourt;245501242;55;44;10
2021;800010503;Ponthieu-Bagatelle;236;;ROUTE;D AMIENS;236 ROUTE D AMIENS;1;1047.233;TERTIAIRE;ENT;86;80001;Abbeville;200070993;80;32;10
2022;590010000;Abancourt (commune non irisée);;;;G R A N D   P L A C E;G R A N D P L A C E;1;2.556;TERTIAIRE;ENT;84;59001;Abancourt;200068500;59;32;10
2023;550020000;Abaucourt-Hautecourt (commune non irisée);2;;ROUTE;DE BROVILLE;2 ROUTE DE BROVILLE;1;82.441;INDUSTRIE;ENT;35;55002;Abaucourt-Hautecourt;245501242;55;44;10
2024;550020000;Abaucourt-Hautecourt (commune non irisée);2;;ROUTE;DE BROVILLE;2 ROUTE DE BROVILLE;1;394.186;INDUSTRIE;ENT;35;55002;Abaucourt-Hautecourt;245501242;55;44;11
2022;550020000;Abaucourt-Hautecourt (commune non irisée);2;;ROUTE;DE BROVILLE;2 ROUTE DE BROVILLE;1;31.663;TERTIAIRE;ENT;82;55002;Abaucourt-Hautecourt;245501242;55;44;11
2023;550020000;Abaucourt-Hautecourt (commune non irisée);2;;ROUTE;DE BROVILLE;2 ROUTE DE BROVILLE;1;29.122;TERTIAIRE;ENT;82;55002;Abaucourt-Hautecourt;245501242;55;44;11
2021;800010503;Ponthieu-Bagatelle;234;;ROUTE;D AMIENS;234 ROUTE D AMIENS;1;265.987;TERTIAIRE;ENT;55;80001;Abbeville;200070993;80;32;11
2024;550020000;Abaucourt-Hautecourt (commune non irisée);;;;SILO DE STOCKAGE;SILO DE STOCKAGE;1;8.004;TERTIAIRE;ENT;46;55002;Abaucourt-Hautecourt;245501242;55;44;12
2021;800010501;La Porte au Bois;111;;ROUTE;D AMIENS;111 ROUTE D AMIENS;1;91.153;TERTIAIRE;ENT;47;80001;Abbeville;200070993;80;32;12
2023;550020000;Abaucourt-Hautecourt (commune non irisée);;;;SAS DE BROVILLE;SAS DE BROVILLE;1;127.908;INDUSTRIE;ENT;35;55002;Abaucourt-Hautecourt;245501242;55;44;12
2022;550020000;Abaucourt-Hautecourt (commune non irisée);;;;SAS DE BROVILLE;SAS DE BROVILLE;1;129.084;INDUSTRIE;ENT;35;55002;Abaucourt-Hautecourt;245501242;55;44;12
2021;800010201;La Gare-Rouvroy-La Portelette;207;;CHAUSSEE;D HOCQUET;207 CHAUSSEE D HOCQUET;1;92.509;INDUSTRIE;ENT;10;80001;Abbeville;200070993;80;32;13
2023;550020000;Abaucourt-Hautecourt (commune non irisée);;;;SILO DE STOCKAGE;SILO DE STOCKAGE;1;6.53;TERTIAIRE;ENT;46;55002;Abaucourt-Hautecourt;245501242;55;44;13
2022;550020000;Abaucourt-Hautecourt (commune non irisée);;;;SILO DE STOCKAGE;SILO DE STOCKAGE;1;7.533;TERTIAIRE;ENT;46;55002;Abaucourt-Hautecourt;245501242;55;44;13
2024;250010000;Abbans-Dessous (commune non irisée);13;B;RUE;JOUFFROY D ABBANS;13 B RUE JOUFFROY D ABBANS;1;211.87;AGRICULTURE;ENT;01;25001;Abbans-Dessous;200068070;25;27;13
2021;800010401;Faubourg de la Bouvaque;157;;ROUTE;DE DOULLENS;157 ROUTE DE DOULLENS;1;4140.926;INDUSTRIE;ENT;29;80001;Abbeville;200070993;80;32;14
2022;250010000;Abbans-Dessous (commune non irisée);13;B;RUE;JOUFFROY D ABBANS;13 B RUE JOUFFROY D ABBANS;1;152.035;AGRICULTURE;ENT;01;25001;Abbans-Dessous;200068070;25;27;14
2023;250010000;Abbans-Dessous (commune non irisée);13;B;RUE;JOUFFROY D ABBANS;13 B RUE JOUFFROY D ABBANS;1;155.125;AGRICULTURE;ENT;01;25001;Abbans-Dessous;200068070;25;27;14
2024;250010000;Abbans-Dessous (commune non irisée);;;;LIEU DIT LES GRAVIERS;LIEU DIT LES GRAVIERS;1;279.694;TERTIAIRE;ENT;36;25001;Abbans-Dessous;200068070;25;27;14
2022;250010000;Abbans-Dessous (commune non irisée);;;;LIEU DIT LES GRAVIERS;LIEU DIT LES GRAVIERS;1;217.963;TERTIAIRE;ENT;36;25001;Abbans-Dessous;200068070;25;27;15
2023;250010000;Abbans-Dessous (commune non irisée);;;;LIEU DIT LES GRAVIERS;LIEU DIT LES GRAVIERS;1;256.119;TERTIAIRE;ENT;36;25001;Abbans-Dessous;200068070;25;27;15
2021;800010501;La Porte au Bois;102;;ROUTE;DE DOULLENS;102 ROUTE DE DOULLENS;1;231.203;TERTIAIRE;ENT;64;80001;Abbeville;200070993;80;32;15
2024;440010000;Abbaretz (commune non irisée);4;;RUE;DE BELLEVUE;4 RUE DE BELLEVUE;1;21.091;TERTIAIRE;ENT;70;44001;Abbaretz;244400537;44;52;15
2024;440010000;Abbaretz (commune non irisée);3;;PLACE;DE L EGLISE;3 PLACE DE L EGLISE;1;31.545;INDUSTRIE;ENT;10;44001;Abbaretz;244400537;44;52;16
2022;440010000;Abbaretz (commune non irisée);;;;;;1;535.87;TERTIAIRE;ENT;36;44001;Abbaretz;244400537;44;52;16
2021;800010101;Centre Ville Émonville;2;;RUE;DE L ABBE CARPENTIER;2 RUE DE L ABBE CARPENTIER;1;58.893;TERTIAIRE;ENT;84;80001;Abbeville;200070993;80;32;16
2023;440010000;Abbaretz (commune non irisée);;;;;;1;513.477;TERTIAIRE;ENT;36;44001;Abbaretz;244400537;44;52;16
2024;440010000;Abbaretz (commune non irisée);;;RUE;DE LA MAIRIE;RUE DE LA MAIRIE;1;18.631;TERTIAIRE;ENT;84;44001;Abbaretz;244400537;44;52;17
2022;440010000;Abbaretz (commune non irisée);4;;RUE;DE BELLEVUE;4 RUE DE BELLEVUE;1;20.537;INDUSTRIE;ENT;10;44001;Abbaretz;244400537;44;52;17
2021;800010102;Centre Ville-Saint-Vulfran;4;;RUE;DE L ISLE;4 RUE DE L ISLE;5;233.986;TERTIAIRE;ENT;70;80001;Abbeville;200070993;80;32;17
2023;440010000;Abbaretz (commune non irisée);4;;RUE;DE BELLEVUE;4 RUE DE BELLEVUE;1;20.398;INDUSTRIE;ENT;10;44001;Abbaretz;244400537;44;52;17
2022;440010000;Abbaretz (commune non irisée);3;;PLACE;DE L EGLISE;3 PLACE DE L EGLISE;1;33.805;INDUSTRIE;ENT;10;44001;Abbaretz;244400537;44;52;18
2021;800010102;Centre Ville-Saint-Vulfran;82;;RUE;DE LA CASERNE;82 RUE DE LA CASERNE;1;165.569;TERTIAIRE;ENT;84;80001;Abbeville;200070993;80;32;18
2024;440010000;Abbaretz (commune non irisée);;;ROUTE;DE NOZAY;ROUTE DE NOZAY;1;426.637;TERTIAIRE;ENT;46;44001;Abbaretz;244400537;44;52;18
2023;440010000;Abbaretz (commune non irisée);3;;PLACE;DE L EGLISE;3 PLACE DE L EGLISE;1;32.288;INDUSTRIE;ENT;10;44001;Abbaretz;244400537;44;52;18
2024;440010000;Abbaretz (commune non irisée);;;;LA CROIX BLANCHE;LA CROIX BLANCHE;1;33.414;TERTIAIRE;ENT;46;44001;Abbaretz;244400537;44;52;19
2022;440010000;Abbaretz (commune non irisée);;;RUE;DE LA MAIRIE;RUE DE LA MAIRIE;1;21.722;TERTIAIRE;ENT;84;44001;Abbaretz;244400537;44;52;19
2021;800010301;Faubourg de Menchecourt;23;;AVENUE;DE LA CHAPELLE;23 AVENUE DE LA CHAPELLE;1;24.793;INDUSTRIE;ENT;23;80001;Abbeville;200070993;80;32;19
2023;440010000;Abbaretz (commune non irisée);;;RUE;DE LA MAIRIE;RUE DE LA MAIRIE;1;20.069;TERTIAIRE;ENT;84;44001;Abbaretz;244400537;44;52;19
2023;440010000;Abbaretz (commune non irisée);;;ROUTE;DE NOZAY;ROUTE DE NOZAY;1;281.396;TERTIAIRE;ENT;46;44001;Abbaretz;244400537;44;52;20
2021;800010401;Faubourg de la Bouvaque;104;;AVENUE;DE LA CHAPELLE;104 AVENUE DE LA CHAPELLE;1;59.946;TERTIAIRE;ENT;96;80001;Abbeville;200070993;80;32;20
2022;440010000;Abbaretz (commune non irisée);;;ROUTE;DE NOZAY;ROUTE DE NOZAY;1;313.292;TERTIAIRE;ENT;46;44001;Abbaretz;244400537;44;52;20
2024;440010000;Abbaretz (commune non irisée);;;;LA HOUSSAIS;LA HOUSSAIS;1;495.051;TERTIAIRE;ENT;36;44001;Abbaretz;244400537;44;52;20
2021;800010401;Faubourg de la Bouvaque;296;;COTE;DE LA JUSTICE;296 COTE DE LA JUSTICE;1;93.768;AGRICULTURE;ENT;01;80001;Abbeville;200070993;80;32;21
2022;440010000;Abbaretz (commune non irisée);;;;LA CROIX BLANCHE;LA CROIX BLANCHE;1;41.475;TERTIAIRE;ENT;46;44001;Abbaretz;244400537;44;52;21
2023;440010000;Abbaretz (commune non irisée);;;;LA CROIX BLANCHE;LA CROIX BLANCHE;1;41.141;TERTIAIRE;ENT;46;44001;Abbaretz;244400537;44;52;21
2024;440010000;Abbaretz (commune non irisée);;;;LA JAHOTIERE;LA JAHOTIERE;1;42.019;TERTIAIRE;ENT;55;44001;Abbaretz;244400537;44;52;21
2021;800010401;Faubourg de la Bouvaque;294;;COTE;DE LA JUSTICE;294 COTE DE LA JUSTICE;1;43.491;TERTIAIRE;ENT;56;80001;Abbeville;200070993;80;32;22
2022;440010000;Abbaretz (commune non irisée);;;;LA JAHOTIERE;LA JAHOTIERE;1;48.023;TERTIAIRE;ENT;55;44001;Abbaretz;244400537;44;52;22
2024;440010000;Abbaretz (commune non irisée);;;;LE BOIS VERT;LE BOIS VERT;1;31.525;TERTIAIRE;ENT;84;44001;Abbaretz;244400537;44;52;22
2023;440010000;Abbaretz (commune non irisée);;;;LA JAHOTIERE;LA JAHOTIERE;1;45.02;TERTIAIRE;ENT;55;44001;Abbaretz;244400537;44;52;22
2024;440010000;Abbaretz (commune non irisée);21;;;VILLENEUVE;21 VILLENEUVE;1;1032.808;INDUSTRIE;ENT;35;44001;Abbaretz;244400537;44;52;23
2023;440010000;Abbaretz (commune non irisée);;;;LE BOIS VERT;LE BOIS VERT;1;22.503;TERTIAIRE;ENT;84;44001;Abbaretz;244400537;44;52;23
2022;440010000;Abbaretz (commune non irisée);;;;LE BOIS VERT;LE BOIS VERT;1;25.266;TERTIAIRE;ENT;84;44001;Abbaretz;244400537;44;52;23
2021;800010301;Faubourg de Menchecourt;261;;COTE;DE LA JUSTICE;261 COTE DE LA JUSTICE;1;74.261;TERTIAIRE;ENT;96;80001;Abbeville;200070993;80;32;23
2022;440010000;Abbaretz (commune non irisée);;;;V I L L E N E U V E;V I L L E N E U V E;1;60.851;AGRICULTURE;ENT;01;44001;Abbaretz;244400537;44;52;24
2021;800010201;La Gare-Rouvroy-La Portelette;74;;BOULEVARD;DE LA PORTELETTE;74 BOULEVARD DE LA PORTELETTE;1;281.707;TERTIAIRE;ENT;68;80001;Abbeville;200070993;80;32;24
2024;440010000;Abbaretz (commune non irisée);;;;VILLENEUVE;VILLENEUVE;1;51.544;AGRICULTURE;ENT;01;44001;Abbaretz;244400537;44;52;24
2023;440010000;Abbaretz (commune non irisée);21;;;VILLENEUVE;21 VILLENEUVE;1;341.338;INDUSTRIE;ENT;35;44001;Abbaretz;244400537;44;52;24
2023;440010000;Abbaretz (commune non irisée);;;;VILLENEUVE;VILLENEUVE;1;61.46;AGRICULTURE;ENT;01;44001;Abbaretz;244400537;44;52;25
2024;600020000;Abbecourt (commune non irisée);7;;RUE;D HODENC L EVEQUE;7 RUE D HODENC L EVEQUE;1;56.518;TERTIAIRE;ENT;84;60002;Abbecourt;200067973;60;32;25
2022;600020000;Abbecourt (commune non irisée);7;;RUE;D HODENC L EVEQUE;7 RUE D HODENC L EVEQUE;1;73.622;TERTIAIRE;ENT;84;60002;Abbecourt;200067973;60;32;25
2021;800010401;Faubourg de la Bouvaque;86;;BOULEVARD;DE LA REPUBLIQUE;86 BOULEVARD DE LA REPUBLIQUE;1;56.972;TERTIAIRE;ENT;68;80001;Abbeville;200070993;80;32;25
2021;800010401;Faubourg de la Bouvaque;4;;BOULEVARD;DE LA REPUBLIQUE;4 BOULEVARD DE LA REPUBLIQUE;1;41.794;TERTIAIRE;ENT;46;80001;Abbeville;200070993;80;32;26
2024;600020000;Abbecourt (commune non irisée);;;RUE;DE MONTREUIL;RUE DE MONTREUIL;1;66.804;TERTIAIRE;ENT;36;60002;Abbecourt;200067973;60;32;26
2022;600020000;Abbecourt (commune non irisée);;;RUE;DE MONTREUIL;RUE DE MONTREUIL;1;65.961;TERTIAIRE;ENT;36;60002;Abbecourt;200067973;60;32;26
2023;600020000;Abbecourt (commune non irisée);7;;RUE;D HODENC L EVEQUE;7 RUE D HODENC L EVEQUE;1;70.628;TERTIAIRE;ENT;84;60002;Abbecourt;200067973;60;32;26
2021;800010101;Centre Ville Émonville;205;;BOULEVARD;DE LA REPUBLIQUE;205 BOULEVARD DE LA REPUBLIQUE;1;59.677;TERTIAIRE;ENT;47;80001;Abbeville;200070993;80;32;27
2023;600020000;Abbecourt (commune non irisée);;;RUE;DE MONTREUIL;RUE DE MONTREUIL;1;64.279;TERTIAIRE;ENT;36;60002;Abbecourt;200067973;60;32;27
2022;250030000;Abbenans (commune non irisée);;;RUE;DE SAINT CLAUDE;RUE DE SAINT CLAUDE;1;37.608;AGRICULTURE;ENT;01;25003;Abbenans;200068294;25;27;27
2024;250030000;Abbenans (commune non irisée);;;RUE;DE SAINT CLAUDE;RUE DE SAINT CLAUDE;1;31.201;AGRICULTURE;ENT;01;25003;Abbenans;200068294;25;27;27
2021;800010401;Faubourg de la Bouvaque;14;;BOULEVARD;DE LA REPUBLIQUE;14 BOULEVARD DE LA REPUBLIQUE;1;172.453;TERTIAIRE;ENT;47;80001;Abbeville;200070993;80;32;28
2022;800010201;La Gare-Rouvroy-La Portelette;;;;;;1;8.268;TERTIAIRE;ENT;84;80001;Abbeville;200070993;80;32;28
2023;250030000;Abbenans (commune non irisée);;;RUE;DE SAINT CLAUDE;RUE DE SAINT CLAUDE;1;35.07;AGRICULTURE;ENT;01;25003;Abbenans;200068294;25;27;28
2024;80001xxxx;Fictif - Abbeville;;;;;;1;54.696;TERTIAIRE;ENT;84;80001;Abbeville;200070993;80;32;28
2024;800010401;Faubourg de la Bouvaque;;;;;;1;53.43;TERTIAIRE;ENT;64;80001;Abbeville;200070993;80;32;29
2021;800010101;Centre Ville Émonville;103;;BOULEVARD;DE LA REPUBLIQUE;103 BOULEVARD DE LA REPUBLIQUE;1;189.823;TERTIAIRE;ENT;47;80001;Abbeville;200070993;80;32;29
2022;800010401;Faubourg de la Bouvaque;;;;;;1;49.598;TERTIAIRE;ENT;64;80001;Abbeville;200070993;80;32;29
2023;800010401;Faubourg de la Bouvaque;;;;;;1;50.207;TERTIAIRE;ENT;64;80001;Abbeville;200070993;80;32;29
2024;800010201;La Gare-Rouvroy-La Portelette;;;;;;1;7.491;TERTIAIRE;ENT;84;80001;Abbeville;200070993;80;32;30
2023;80001xxxx;Fictif - Abbeville;;;;;;1;51.676;TERTIAIRE;ENT;84;80001;Abbeville;200070993;80;32;30
2022;80001xxxx;Fictif - Abbeville;;;;;;1;73.371;TERTIAIRE;ENT;84;80001;Abbeville;200070993;80;32;30
2021;800010102;Centre Ville-Saint-Vulfran;12;;RUE;DE LA TANNERIE;12 RUE DE LA TANNERIE;1;77.297;INDUSTRIE;ENT;25;80001;Abbeville;200070993;80;32;30
2022;800010501;La Porte au Bois;;;;;;1;74.968;TERTIAIRE;ENT;46;80001;Abbeville;200070993;80;32;31
2023;800010501;La Porte au Bois;;;;;;1;74.07;TERTIAIRE;ENT;46;80001;Abbeville;200070993;80;32;31
2021;800010301;Faubourg de Menchecourt;255;;RUE;DE MENCHECOURT;255 RUE DE MENCHECOURT;1;2.14;TERTIAIRE;ENT;47;80001;Abbeville;200070993;80;32;31
2024;800010301;Faubourg de Menchecourt;;;;2 RUE DE LA RIVE DROITE DE LA SO;2 RUE DE LA RIVE DROITE DE LA SO;1;31.224;TERTIAIRE;ENT;84;80001;Abbeville;200070993;80;32;31
2021;800010301;Faubourg de Menchecourt;253;;RUE;DE MENCHECOURT;253 RUE DE MENCHECOURT;1;4.81;TERTIAIRE;ENT;49;80001;Abbeville;200070993;80;32;32
2024;800010101;Centre Ville Émonville;;;;5 RUE COURS PONTHIEU;5 RUE COURS PONTHIEU;1;19.854;TERTIAIRE;ENT;84;80001;Abbeville;200070993;80;32;32
2022;800010501;La Porte au Bois;;;;1   R U E   J U L E S   V E R N E;1 R U E J U L E S V E R N E;1;260.67;INDUSTRIE;ENT;10;80001;Abbeville;200070993;80;32;32
2023;800010201;La Gare-Rouvroy-La Portelette;;;;;;1;16.556;TERTIAIRE;ENT;84;80001;Abbeville;200070993;80;32;32
2021;800010301;Faubourg de Menchecourt;253;;RUE;DE MENCHECOURT;253 RUE DE MENCHECOURT;2;38.361;TERTIAIRE;ENT;68;80001;Abbeville;200070993;80;32;33
2022;800010501;La Porte au Bois;;;;1 0 2   R O U T E   D O U L L E N S;1 0 2 R O U T E D O U L L E N S;1;162.183;TERTIAIRE;ENT;64;80001;Abbeville;200070993;80;32;33
2024;800010401;Faubourg de la Bouvaque;;;;ALLEE DU 8 MAI;ALLEE DU 8 MAI;1;1456.653;TERTIAIRE;ENT;84;80001;Abbeville;200070993;80;32;33
2023;800010401;Faubourg de la Bouvaque;;;;ALLEE DU 8 MAI;ALLEE DU 8 MAI;1;1532.366;TERTIAIRE;ENT;84;80001;Abbeville;200070993;80;32;33
2024;800010301;Faubourg de Menchecourt;8;;RUE;BERNARD MARTEL;8 RUE BERNARD MARTEL;1;19.743;TERTIAIRE;ENT;68;80001;Abbeville;200070993;80;32;34
2021;800010301;Faubourg de Menchecourt;253;;RUE;DE MENCHECOURT;253 RUE DE MENCHECOURT;1;117.959;TERTIAIRE;ENT;47;80001;Abbeville;200070993;80;32;34
2023;800010301;Faubourg de Menchecourt;8;;RUE;BERNARD MARTEL;8 RUE BERNARD MARTEL;1;3.597;TERTIAIRE;ENT;68;80001;Abbeville;200070993;80;32;34
2022;800010501;La Porte au Bois;;;;1 1 1   R O U T E   D ' A M I E N S;1 1 1 R O U T E D ' A M I E N S;1;88.605;TERTIAIRE;ENT;47;80001;Abbeville;200070993;80;32;34
2023;800010301;Faubourg de Menchecourt;;;RUE;BERNARD MARTEL;RUE BERNARD MARTEL;1;317.965;INDUSTRIE;ENT;25;80001;Abbeville;200070993;80;32;35
2024;800010301;Faubourg de Menchecourt;;;RUE;BERNARD MARTEL;RUE BERNARD MARTEL;1;319.58;INDUSTRIE;ENT;25;80001;Abbeville;200070993;80;32;35
2022;800010102;Centre Ville-Saint-Vulfran;;;;1 2 , 1 4 R U E D E L A T A N N;1 2 , 1 4 R U E D E L A T A N N;1;66.595;TERTIAIRE;ENT;46;80001;Abbeville;200070993;80;32;35
2021;800010301;Faubourg de Menchecourt;220;;RUE;DE MENCHECOURT;220 RUE DE MENCHECOURT;1;75.491;TERTIAIRE;ENT;68;80001;Abbeville;200070993;80;32;35
2024;800010101;Centre Ville Émonville;;;RUE;CANTERAINE;RUE CANTERAINE;1;304.779;TERTIAIRE;ENT;70;80001;Abbeville;200070993;80;32;36
2022;800010401;Faubourg de la Bouvaque;;;;1 4 0 R U E D U C H A T E A U D ';1 4 0 R U E D U C H A T E A U D ';1;105.824;INDUSTRIE;ENT;43;80001;Abbeville;200070993;80;32;36
2023;800010101;Centre Ville Émonville;;;RUE;CANTERAINE;RUE CANTERAINE;1;297.313;TERTIAIRE;ENT;70;80001;Abbeville;200070993;80;32;36
2021;800010301;Faubourg de Menchecourt;214;;RUE;DE MENCHECOURT;214 RUE DE MENCHECOURT;1;6.021;INDUSTRIE;ENT;43;80001;Abbeville;200070993;80;32;36
2022;800010501;La Porte au Bois;;;;1 8 - 2 0 A V E N U E R O B E R T S;1 8 - 2 0 A V E N U E R O B E R T S;1;35.804;TERTIAIRE;ENT;45;80001;Abbeville;200070993;80;32;37
2024;800010101;Centre Ville Émonville;9;;PLACE;CLEMENCEAU;9 PLACE CLEMENCEAU;1;42.458;TERTIAIRE;ENT;86;80001;Abbeville;200070993;80;32;37
2023;800010101;Centre Ville Émonville;9;;PLACE;CLEMENCEAU;9 PLACE CLEMENCEAU;1;40.652;TERTIAIRE;ENT;86;80001;Abbeville;200070993;80;32;37
2021;800010301;Faubourg de Menchecourt;212;;RUE;DE MENCHECOURT;212 RUE DE MENCHECOURT;1;9.256;INDUSTRIE;ENT;43;80001;Abbeville;200070993;80;32;37
2022;80001xxxx;Fictif - Abbeville;;;;1 9 9 B O U L E V A R D D E L A R;1 9 9 B O U L E V A R D D E L A R;1;0.205;TERTIAIRE;ENT;86;80001;Abbeville;200070993;80;32;38
2023;800010101;Centre Ville Émonville;24;;PLACE;CLEMENCEAU;24 PLACE CLEMENCEAU;1;186.866;TERTIAIRE;ENT;85;80001;Abbeville;200070993;80;32;38
2024;800010101;Centre Ville Émonville;24;;PLACE;CLEMENCEAU;24 PLACE CLEMENCEAU;1;166.955;TERTIAIRE;ENT;85;80001;Abbeville;200070993;80;32;38
