annee;code_iris;nom_iris;numero_de_voie;indice_de_repetition;type_de_voie;libelle_de_voie;adresse;nombre_de_sites;consommation_annuelle_totale_de_ladresse_mwh;code_grand_secteur;code_categorie_consommation;code_secteur_naf2;code_commune;nom_commune;code_epci;code_departement;code_region;tri_des_adresses
2023;800010503;Ponthieu-Bagatelle;;;;RD 1001;RD 1001;1;160.494;TERTIAIRE;ENT;70;80001;Abbeville;200070993;80;32;206
2021;780050105;Porte de Seine;4;;ALLEE;DE LA RHUBARBE;4 ALLEE DE LA RHUBARBE;1;215.923;TERTIAIRE;ENT;71;78005;Achères;200059889;78;11;206
2022;800010401;Faubourg de la Bouvaque;;;;R T E   D E   D O U L L E N S;R T E D E D O U L L E N S;1;56.593;TERTIAIRE;ENT;47;80001;Abbeville;200070993;80;32;207
2021;780050105;Porte de Seine;13;;ALLEE;DE LA RHUBARBE;13 ALLEE DE LA RHUBARBE;1;69.754;TERTIAIRE;ENT;45;78005;Achères;200059889;78;11;207
2024;800010501;La Porte au Bois;;;RUE;RENE DINGEON;RUE RENE DINGEON;1;28.336;TERTIAIRE;ENT;88;80001;Abbeville;200070993;80;32;207
2023;800010501;La Porte au Bois;14;;RUE;RENE DINGEON;14 RUE RENE DINGEON;1;86.184;TERTIAIRE;ENT;61;80001;Abbeville;200070993;80;32;207
2023;800010501;La Porte au Bois;12;;RUE;RENE DINGEON;12 RUE RENE DINGEON;1;21.064;TERTIAIRE;ENT;94;80001;Abbeville;200070993;80;32;208
2024;800010301;Faubourg de Menchecourt;;;;RIVE DROITE DE LA SOMME;RIVE DROITE DE LA SOMME;1;91.114;TERTIAIRE;ENT;84;80001;Abbeville;200070993;80;32;208
2021;780050105;Porte de Seine;11;;ALLEE;DE LA RHUBARBE;11 ALLEE DE LA RHUBARBE;1;21.306;TERTIAIRE;ENT;45;78005;Achères;200059889;78;11;208
2022;800010101;Centre Ville Émonville;;;;R U E   C A N T E R E I N E;R U E C A N T E R E I N E;1;331.393;TERTIAIRE;ENT;70;80001;Abbeville;200070993;80;32;208
2022;800010401;Faubourg de la Bouvaque;;;;R U E   D E S   C O L V E R T S;R U E D E S C O L V E R T S;1;21.123;TERTIAIRE;ENT;46;80001;Abbeville;200070993;80;32;209
2021;780050109;Chêne Feuillu;9;;AVENUE;DE POISSY;9 AVENUE DE POISSY;1;112.619;TERTIAIRE;ENT;84;78005;Achères;200059889;78;11;209
2023;800010501;La Porte au Bois;;;RUE;RENE DINGEON;RUE RENE DINGEON;1;936.232;TERTIAIRE;ENT;46;80001;Abbeville;200070993;80;32;209
2024;800010301;Faubourg de Menchecourt;;;;RIVE DROITE DE LA SOMME;RIVE DROITE DE LA SOMME;2;1803.246;TERTIAIRE;ENT;36;80001;Abbeville;200070993;80;32;209
2023;800010501;La Porte au Bois;;;RUE;RENE DINGEON;RUE RENE DINGEON;1;26.163;TERTIAIRE;ENT;88;80001;Abbeville;200070993;80;32;210
2022;800010201;La Gare-Rouvroy-La Portelette;;;;R U E   D E S   C O R D E L I E R S;R U E D E S C O R D E L I E R S;1;1341.148;TERTIAIRE;ENT;70;80001;Abbeville;200070993;80;32;210
2024;800010501;La Porte au Bois;53;;AVENUE;ROBERT SCHUMAN;53 AVENUE ROBERT SCHUMAN;1;126.99;TERTIAIRE;ENT;45;80001;Abbeville;200070993;80;32;210
2021;780050106;Centre Ville;1;;AVENUE;DE POISSY;1 AVENUE DE POISSY;1;216.837;INDUSTRIE;ENT;10;78005;Achères;200059889;78;11;210
2021;780050109;Chêne Feuillu;48;;RUE;DE SAINT GERMAIN;48 RUE DE SAINT GERMAIN;1;56.702;TERTIAIRE;ENT;84;78005;Achères;200059889;78;11;211
2023;800010501;La Porte au Bois;;;RUE;RENE DINGEON;RUE RENE DINGEON;1;19.434;INDUSTRIE;ENT;43;80001;Abbeville;200070993;80;32;211
2024;800010501;La Porte au Bois;5;;AVENUE;ROBERT SCHUMAN;5 AVENUE ROBERT SCHUMAN;1;0.502;TERTIAIRE;ENT;68;80001;Abbeville;200070993;80;32;211
2022;800010301;Faubourg de Menchecourt;;;;R U E   J E A N   M E N N E S O N;R U E J E A N M E N N E S O N;1;108.087;TERTIAIRE;ENT;56;80001;Abbeville;200070993;80;32;211
2023;800010301;Faubourg de Menchecourt;2;;;RIVE DROITE DE LA SOMME;2 RIVE DROITE DE LA SOMME;1;29.002;TERTIAIRE;ENT;84;80001;Abbeville;200070993;80;32;212
2022;800010503;Ponthieu-Bagatelle;;;;R U E   V I N C E N T   A U R I O L;R U E V I N C E N T A U R I O L;1;2330.892;TERTIAIRE;ENT;46;80001;Abbeville;200070993;80;32;212
2021;780050109;Chêne Feuillu;44;;RUE;DE SAINT GERMAIN;44 RUE DE SAINT GERMAIN;1;50.762;TERTIAIRE;ENT;84;78005;Achères;200059889;78;11;212
2024;800010501;La Porte au Bois;43;;AVENUE;ROBERT SCHUMAN;43 AVENUE ROBERT SCHUMAN;2;429.543;TERTIAIRE;ENT;47;80001;Abbeville;200070993;80;32;212
2024;800010501;La Porte au Bois;33;;AVENUE;ROBERT SCHUMAN;33 AVENUE ROBERT SCHUMAN;1;71.069;TERTIAIRE;ENT;84;80001;Abbeville;200070993;80;32;213
2021;780050109;Chêne Feuillu;28;;RUE;DE SAINT GERMAIN;28 RUE DE SAINT GERMAIN;1;33.763;TERTIAIRE;ENT;68;78005;Achères;200059889;78;11;213
2023;800010301;Faubourg de Menchecourt;;;;RIVE DROITE DE LA SOMME;RIVE DROITE DE LA SOMME;1;95.615;TERTIAIRE;ENT;84;80001;Abbeville;200070993;80;32;213
2022;800010301;Faubourg de Menchecourt;;;;R U E R I V E D R O I T E D E L A;R U E R I V E D R O I T E D E L A;1;1762.943;TERTIAIRE;ENT;36;80001;Abbeville;200070993;80;32;213
2024;800010501;La Porte au Bois;18;;AVENUE;ROBERT SCHUMAN;18 AVENUE ROBERT SCHUMAN;1;34.858;TERTIAIRE;ENT;45;80001;Abbeville;200070993;80;32;214
2023;800010301;Faubourg de Menchecourt;;;;RIVE DROITE DE LA SOMME;RIVE DROITE DE LA SOMME;2;1956.354;TERTIAIRE;ENT;36;80001;Abbeville;200070993;80;32;214
2021;780050105;Porte de Seine;30;;RUE;DE SEINE;30 RUE DE SEINE;1;295.066;TERTIAIRE;ENT;47;78005;Achères;200059889;78;11;214
2022;800010503;Ponthieu-Bagatelle;;;;RD 1001;RD 1001;1;202.65;TERTIAIRE;ENT;70;80001;Abbeville;200070993;80;32;214
2022;800010501;La Porte au Bois;14;;RUE;RENE DINGEON;14 RUE RENE DINGEON;1;98.974;TERTIAIRE;ENT;61;80001;Abbeville;200070993;80;32;215
2023;800010501;La Porte au Bois;53;;AVENUE;ROBERT SCHUMAN;53 AVENUE ROBERT SCHUMAN;1;119.654;TERTIAIRE;ENT;45;80001;Abbeville;200070993;80;32;215
2024;800010501;La Porte au Bois;1;;AVENUE;ROBERT SCHUMAN;1 AVENUE ROBERT SCHUMAN;1;28.16;INDUSTRIE;ENT;42;80001;Abbeville;200070993;80;32;215
2021;780050105;Porte de Seine;2;;RUE;DES BOUVIERS;2 RUE DES BOUVIERS;1;62.802;INDUSTRIE;ENT;42;78005;Achères;200059889;78;11;215
2022;800010501;La Porte au Bois;12;;RUE;RENE DINGEON;12 RUE RENE DINGEON;1;10.71;TERTIAIRE;ENT;94;80001;Abbeville;200070993;80;32;216
2021;780050108;Plantes d'Ennemont;6;;RUE;DES CHAMPS;6 RUE DES CHAMPS;1;43.403;TERTIAIRE;ENT;84;78005;Achères;200059889;78;11;216
2023;800010501;La Porte au Bois;5;;AVENUE;ROBERT SCHUMAN;5 AVENUE ROBERT SCHUMAN;1;0.43;TERTIAIRE;ENT;68;80001;Abbeville;200070993;80;32;216
2024;800010501;La Porte au Bois;;;AVENUE;ROBERT SCHUMAN;AVENUE ROBERT SCHUMAN;1;26.906;TERTIAIRE;ENT;45;80001;Abbeville;200070993;80;32;216
2024;800010501;La Porte au Bois;;;AVENUE;ROBERT SCHUMAN;AVENUE ROBERT SCHUMAN;1;105.585;TERTIAIRE;ENT;88;80001;Abbeville;200070993;80;32;217
2022;800010501;La Porte au Bois;;;RUE;RENE DINGEON;RUE RENE DINGEON;1;23.294;TERTIAIRE;ENT;88;80001;Abbeville;200070993;80;32;217
2021;780050108;Plantes d'Ennemont;4;;RUE;DES CHAMPS;4 RUE DES CHAMPS;1;8.659;TERTIAIRE;ENT;68;78005;Achères;200059889;78;11;217
2023;800010501;La Porte au Bois;43;;AVENUE;ROBERT SCHUMAN;43 AVENUE ROBERT SCHUMAN;2;384.013;TERTIAIRE;ENT;47;80001;Abbeville;200070993;80;32;217
2024;800010501;La Porte au Bois;;;AVENUE;ROBERT SCHUMAN;AVENUE ROBERT SCHUMAN;1;465.74;TERTIAIRE;ENT;56;80001;Abbeville;200070993;80;32;218
2021;780050106;Centre Ville;1;;RUE;DES CHAMPS;1 RUE DES CHAMPS;1;140.54;TERTIAIRE;ENT;84;78005;Achères;200059889;78;11;218
2023;800010501;La Porte au Bois;33;;AVENUE;ROBERT SCHUMAN;33 AVENUE ROBERT SCHUMAN;1;67.463;TERTIAIRE;ENT;84;80001;Abbeville;200070993;80;32;218
2022;800010501;La Porte au Bois;;;RUE;RENE DINGEON;RUE RENE DINGEON;1;914.479;TERTIAIRE;ENT;46;80001;Abbeville;200070993;80;32;218
2022;800010501;La Porte au Bois;;;RUE;RENE DINGEON;RUE RENE DINGEON;1;18.85;INDUSTRIE;ENT;43;80001;Abbeville;200070993;80;32;219
2024;800010501;La Porte au Bois;;;AVENUE;ROBERT SCHUMAN;AVENUE ROBERT SCHUMAN;1;3.172;TERTIAIRE;ENT;64;80001;Abbeville;200070993;80;32;219
2023;800010501;La Porte au Bois;18;;AVENUE;ROBERT SCHUMAN;18 AVENUE ROBERT SCHUMAN;1;34.401;TERTIAIRE;ENT;45;80001;Abbeville;200070993;80;32;219
2021;780050108;Plantes d'Ennemont;6;;ALLEE;DES CHARDONNERETS;6 ALLEE DES CHARDONNERETS;1;5.026;TERTIAIRE;ENT;68;78005;Achères;200059889;78;11;219
2021;780050105;Porte de Seine;9;;RUE;DES COMMUNES;9 RUE DES COMMUNES;1;40.785;INDUSTRIE;ENT;43;78005;Achères;200059889;78;11;220
2022;800010301;Faubourg de Menchecourt;2;;;RIVE DROITE DE LA SOMME;2 RIVE DROITE DE LA SOMME;1;32.045;TERTIAIRE;ENT;84;80001;Abbeville;200070993;80;32;220
2023;800010501;La Porte au Bois;;;AVENUE;ROBERT SCHUMAN;AVENUE ROBERT SCHUMAN;1;27.41;TERTIAIRE;ENT;45;80001;Abbeville;200070993;80;32;220
2024;800010501;La Porte au Bois;;;AVENUE;ROBERT SCHUMAN;AVENUE ROBERT SCHUMAN;1;173.548;TERTIAIRE;ENT;46;80001;Abbeville;200070993;80;32;220
2023;800010501;La Porte au Bois;;;AVENUE;ROBERT SCHUMAN;AVENUE ROBERT SCHUMAN;1;108.835;TERTIAIRE;ENT;88;80001;Abbeville;200070993;80;32;221
2021;780050105;Porte de Seine;7;;RUE;DES COMMUNES;7 RUE DES COMMUNES;1;304.665;TERTIAIRE;ENT;46;78005;Achères;200059889;78;11;221
2024;800010501;La Porte au Bois;7;B;AVENUE;ROBERT SCHUMAN;7 B AVENUE ROBERT SCHUMAN;1;59.11;INDUSTRIE;ENT;43;80001;Abbeville;200070993;80;32;221
2022;800010301;Faubourg de Menchecourt;;;;RIVE DROITE DE LA SOMME;RIVE DROITE DE LA SOMME;1;131.204;TERTIAIRE;ENT;84;80001;Abbeville;200070993;80;32;221
2023;800010501;La Porte au Bois;;;AVENUE;ROBERT SCHUMAN;AVENUE ROBERT SCHUMAN;1;157.242;TERTIAIRE;ENT;46;80001;Abbeville;200070993;80;32;222
2021;780050105;Porte de Seine;20;;RUE;DES COMMUNES;20 RUE DES COMMUNES;1;60.96;TERTIAIRE;ENT;45;78005;Achères;200059889;78;11;222
2024;800010501;La Porte au Bois;6;;RUE;ROSE BERTIN;6 RUE ROSE BERTIN;1;213.702;TERTIAIRE;ENT;56;80001;Abbeville;200070993;80;32;222
2022;800010301;Faubourg de Menchecourt;;;;RIVE DROITE DE LA SOMME;RIVE DROITE DE LA SOMME;1;160.42;TERTIAIRE;ENT;36;80001;Abbeville;200070993;80;32;222
2022;800010501;La Porte au Bois;53;;AVENUE;ROBERT SCHUMAN;53 AVENUE ROBERT SCHUMAN;1;116.789;TERTIAIRE;ENT;45;80001;Abbeville;200070993;80;32;223
2024;800010501;La Porte au Bois;4;;RUE;ROSE BERTIN;4 RUE ROSE BERTIN;1;1.005;INDUSTRIE;ENT;43;80001;Abbeville;200070993;80;32;223
2021;780050105;Porte de Seine;2;;RUE;DES COMMUNES;2 RUE DES COMMUNES;1;117.64;TERTIAIRE;ENT;46;78005;Achères;200059889;78;11;223
2023;800010501;La Porte au Bois;;;AVENUE;ROBERT SCHUMAN;AVENUE ROBERT SCHUMAN;1;20.513;TERTIAIRE;ENT;64;80001;Abbeville;200070993;80;32;223
2022;800010501;La Porte au Bois;33;;AVENUE;ROBERT SCHUMAN;33 AVENUE ROBERT SCHUMAN;1;64.55;TERTIAIRE;ENT;84;80001;Abbeville;200070993;80;32;224
2024;800010501;La Porte au Bois;10;;RUE;ROSE BERTIN;10 RUE ROSE BERTIN;1;63.561;TERTIAIRE;ENT;47;80001;Abbeville;200070993;80;32;224
2023;800010501;La Porte au Bois;;;AVENUE;ROBERT SCHUMAN;AVENUE ROBERT SCHUMAN;1;465.595;TERTIAIRE;ENT;56;80001;Abbeville;200070993;80;32;224
2021;780050105;Porte de Seine;10;;RUE;DES COMMUNES;10 RUE DES COMMUNES;1;7.258;TERTIAIRE;ENT;81;78005;Achères;200059889;78;11;224
2021;780050105;Porte de Seine;1;;RUE;DES COMMUNES;1 RUE DES COMMUNES;1;53.097;TERTIAIRE;ENT;47;78005;Achères;200059889;78;11;225
2022;800010501;La Porte au Bois;;;AVENUE;ROBERT SCHUMAN;AVENUE ROBERT SCHUMAN;1;471.916;TERTIAIRE;ENT;56;80001;Abbeville;200070993;80;32;225
2023;800010501;La Porte au Bois;7;B;AVENUE;ROBERT SCHUMAN;7 B AVENUE ROBERT SCHUMAN;1;54.089;INDUSTRIE;ENT;43;80001;Abbeville;200070993;80;32;225
2024;800010501;La Porte au Bois;10;;RUE;ROSE BERTIN;10 RUE ROSE BERTIN;1;215.425;TERTIAIRE;ENT;56;80001;Abbeville;200070993;80;32;225
2024;800010501;La Porte au Bois;1;;RUE;ROSE BERTIN;1 RUE ROSE BERTIN;1;60.732;TERTIAIRE;ENT;69;80001;Abbeville;200070993;80;32;226
2022;800010501;La Porte au Bois;;;AVENUE;ROBERT SCHUMAN;AVENUE ROBERT SCHUMAN;1;108.045;TERTIAIRE;ENT;88;80001;Abbeville;200070993;80;32;226
2023;800010501;La Porte au Bois;6;;RUE;ROSE BERTIN;6 RUE ROSE BERTIN;1;216.498;TERTIAIRE;ENT;56;80001;Abbeville;200070993;80;32;226
2021;780050105;Porte de Seine;11;;RUE;DES MARAICHERS;11 RUE DES MARAICHERS;1;9.282;INDUSTRIE;ENT;11;78005;Achères;200059889;78;11;226
2023;800010501;La Porte au Bois;10;;RUE;ROSE BERTIN;10 RUE ROSE BERTIN;1;67.782;TERTIAIRE;ENT;56;80001;Abbeville;200070993;80;32;227
2021;780050105;Porte de Seine;1;;RUE;DES MARAICHERS;1 RUE DES MARAICHERS;1;51.608;TERTIAIRE;ENT;46;78005;Achères;200059889;78;11;227
2024;800010301;Faubourg de Menchecourt;;;;ROUTE DU CROTOY;ROUTE DU CROTOY;1;45.018;INDUSTRIE;ENT;42;80001;Abbeville;200070993;80;32;227
2022;800010501;La Porte au Bois;;;AVENUE;ROBERT SCHUMAN;AVENUE ROBERT SCHUMAN;1;216.418;TERTIAIRE;ENT;46;80001;Abbeville;200070993;80;32;227
2022;800010501;La Porte au Bois;1;;RUE;ROSE BERTIN;1 RUE ROSE BERTIN;1;74.76;TERTIAIRE;ENT;69;80001;Abbeville;200070993;80;32;228
2021;780050105;Porte de Seine;2;B;RUE;DES MARAICHERS;2 B RUE DES MARAICHERS;1;94.776;INDUSTRIE;ENT;28;78005;Achères;200059889;78;11;228
2024;800010102;Centre Ville-Saint-Vulfran;82;;RUE;SAINT GILLES;82 RUE SAINT GILLES;2;45.776;TERTIAIRE;ENT;84;80001;Abbeville;200070993;80;32;228
2023;800010501;La Porte au Bois;10;;RUE;ROSE BERTIN;10 RUE ROSE BERTIN;1;14.168;TERTIAIRE;ENT;47;80001;Abbeville;200070993;80;32;228
2022;800010501;La Porte au Bois;;;RUE;ROSE BERTIN;RUE ROSE BERTIN;1;48.075;TERTIAIRE;ENT;56;80001;Abbeville;200070993;80;32;229
2021;780050105;Porte de Seine;8;;ALLEE;DES SOUCHES;8 ALLEE DES SOUCHES;1;51.313;TERTIAIRE;ENT;46;78005;Achères;200059889;78;11;229
2023;800010501;La Porte au Bois;1;;RUE;ROSE BERTIN;1 RUE ROSE BERTIN;1;60.665;TERTIAIRE;ENT;69;80001;Abbeville;200070993;80;32;229
2024;800010102;Centre Ville-Saint-Vulfran;2;;RUE;SAINT GILLES;2 RUE SAINT GILLES;1;30.194;TERTIAIRE;ENT;47;80001;Abbeville;200070993;80;32;229
2021;780050105;Porte de Seine;5;;ALLEE;DES SOUCHES;5 ALLEE DES SOUCHES;1;90.733;TERTIAIRE;ENT;68;78005;Achères;200059889;78;11;230
2023;800010102;Centre Ville-Saint-Vulfran;82;;RUE;SAINT GILLES;82 RUE SAINT GILLES;2;46.247;TERTIAIRE;ENT;84;80001;Abbeville;200070993;80;32;230
2022;800010102;Centre Ville-Saint-Vulfran;82;;RUE;SAINT GILLES;82 RUE SAINT GILLES;2;46.589;TERTIAIRE;ENT;84;80001;Abbeville;200070993;80;32;230
2024;800010102;Centre Ville-Saint-Vulfran;9;;PLACE;SAINT JACQUES;9 PLACE SAINT JACQUES;1;29.319;TERTIAIRE;ENT;84;80001;Abbeville;200070993;80;32;230
2021;780050105;Porte de Seine;20;;ALLEE;DES SOUCHES;20 ALLEE DES SOUCHES;1;62.075;TERTIAIRE;ENT;46;78005;Achères;200059889;78;11;231
2023;800010102;Centre Ville-Saint-Vulfran;2;;RUE;SAINT GILLES;2 RUE SAINT GILLES;1;33.103;TERTIAIRE;ENT;47;80001;Abbeville;200070993;80;32;231
2022;800010102;Centre Ville-Saint-Vulfran;2;;RUE;SAINT GILLES;2 RUE SAINT GILLES;1;41.706;TERTIAIRE;ENT;47;80001;Abbeville;200070993;80;32;231
2024;800010102;Centre Ville-Saint-Vulfran;16;;PARVIS;SAINT VULFRAN;16 PARVIS SAINT VULFRAN;1;60.514;INDUSTRIE;ENT;10;80001;Abbeville;200070993;80;32;231
2021;780050105;Porte de Seine;20;;ALLEE;DES SOUCHES;20 ALLEE DES SOUCHES;1;139.782;INDUSTRIE;ENT;20;78005;Achères;200059889;78;11;232
2024;800010102;Centre Ville-Saint-Vulfran;42;;RUE;SAINT VULFRAN;42 RUE SAINT VULFRAN;1;13.098;TERTIAIRE;ENT;47;80001;Abbeville;200070993;80;32;232
2022;800010102;Centre Ville-Saint-Vulfran;9;;PLACE;SAINT JACQUES;9 PLACE SAINT JACQUES;1;30.139;TERTIAIRE;ENT;84;80001;Abbeville;200070993;80;32;232
2023;800010102;Centre Ville-Saint-Vulfran;9;;PLACE;SAINT JACQUES;9 PLACE SAINT JACQUES;1;28.656;TERTIAIRE;ENT;84;80001;Abbeville;200070993;80;32;232
2022;800010102;Centre Ville-Saint-Vulfran;16;;PARVIS;SAINT VULFRAN;16 PARVIS SAINT VULFRAN;1;68.124;INDUSTRIE;ENT;10;80001;Abbeville;200070993;80;32;233
2023;800010102;Centre Ville-Saint-Vulfran;16;;PARVIS;SAINT VULFRAN;16 PARVIS SAINT VULFRAN;1;70.272;INDUSTRIE;ENT;10;80001;Abbeville;200070993;80;32;233
2024;800010102;Centre Ville-Saint-Vulfran;10;;RUE;SAINTE CATHERINE;10 RUE SAINTE CATHERINE;1;1.477;TERTIAIRE;ENT;68;80001;Abbeville;200070993;80;32;233
2021;780050105;Porte de Seine;3;;ALLEE;DES VANNEAUX;3 ALLEE DES VANNEAUX;1;47.321;TERTIAIRE;ENT;84;78005;Achères;200059889;78;11;233
2023;800010102;Centre Ville-Saint-Vulfran;42;;RUE;SAINT VULFRAN;42 RUE SAINT VULFRAN;1;19.731;TERTIAIRE;ENT;47;80001;Abbeville;200070993;80;32;234
2022;800010102;Centre Ville-Saint-Vulfran;42;;RUE;SAINT VULFRAN;42 RUE SAINT VULFRAN;1;45.971;TERTIAIRE;ENT;47;80001;Abbeville;200070993;80;32;234
2021;780050106;Centre Ville;8;;RUE;DESCHAMPS GUERIN;8 RUE DESCHAMPS GUERIN;1;172.015;TERTIAIRE;ENT;84;78005;Achères;200059889;78;11;234
2024;800010101;Centre Ville Émonville;42;;BOULEVARD;VAUBAN;42 BOULEVARD VAUBAN;1;687.852;TERTIAIRE;ENT;86;80001;Abbeville;200070993;80;32;234
2024;800010101;Centre Ville Émonville;38;;BOULEVARD;VAUBAN;38 BOULEVARD VAUBAN;1;241.717;TERTIAIRE;ENT;84;80001;Abbeville;200070993;80;32;235
2022;800010102;Centre Ville-Saint-Vulfran;10;;RUE;SAINTE CATHERINE;10 RUE SAINTE CATHERINE;1;9.601;TERTIAIRE;ENT;68;80001;Abbeville;200070993;80;32;235
2021;780050109;Chêne Feuillu;15;;PLACE;DU 14 JUILLET;15 PLACE DU 14 JUILLET;1;18.882;INDUSTRIE;ENT;10;78005;Achères;200059889;78;11;235
2023;800010102;Centre Ville-Saint-Vulfran;10;;RUE;SAINTE CATHERINE;10 RUE SAINTE CATHERINE;1;13.207;TERTIAIRE;ENT;68;80001;Abbeville;200070993;80;32;235
2024;800010101;Centre Ville Émonville;28;;BOULEVARD;VAUBAN;28 BOULEVARD VAUBAN;1;73.04;TERTIAIRE;ENT;84;80001;Abbeville;200070993;80;32;236
2023;800010101;Centre Ville Émonville;42;;BOULEVARD;VAUBAN;42 BOULEVARD VAUBAN;1;665.322;TERTIAIRE;ENT;86;80001;Abbeville;200070993;80;32;236
2021;780050105;Porte de Seine;25;;RUE;DU 8 MAI 1945;25 RUE DU 8 MAI 1945;1;92.172;TERTIAIRE;ENT;84;78005;Achères;200059889;78;11;236
2022;800010101;Centre Ville Émonville;42;;BOULEVARD;VAUBAN;42 BOULEVARD VAUBAN;1;678.622;TERTIAIRE;ENT;86;80001;Abbeville;200070993;80;32;236
2023;800010101;Centre Ville Émonville;38;;BOULEVARD;VAUBAN;38 BOULEVARD VAUBAN;1;238.562;TERTIAIRE;ENT;84;80001;Abbeville;200070993;80;32;237
2024;800010401;Faubourg de la Bouvaque;15;;BOULEVARD;VAUBAN;15 BOULEVARD VAUBAN;1;183.407;TERTIAIRE;ENT;86;80001;Abbeville;200070993;80;32;237
2022;800010101;Centre Ville Émonville;38;;BOULEVARD;VAUBAN;38 BOULEVARD VAUBAN;1;225.457;TERTIAIRE;ENT;84;80001;Abbeville;200070993;80;32;237
2021;780050105;Porte de Seine;3;;ALLEE;DU CELERI;3 ALLEE DU CELERI;1;49.184;TERTIAIRE;ENT;56;78005;Achères;200059889;78;11;237
2022;800010101;Centre Ville Émonville;28;;BOULEVARD;VAUBAN;28 BOULEVARD VAUBAN;1;67.603;TERTIAIRE;ENT;84;80001;Abbeville;200070993;80;32;238
2021;780050103;Champs de Villars;205;;AVENUE;DU GENERAL DE GAULLE;205 AVENUE DU GENERAL DE GAULLE;1;15351.267;TERTIAIRE;ENT;61;78005;Achères;200059889;78;11;238
2023;800010101;Centre Ville Émonville;28;;BOULEVARD;VAUBAN;28 BOULEVARD VAUBAN;1;70.125;TERTIAIRE;ENT;84;80001;Abbeville;200070993;80;32;238
2024;800010401;Faubourg de la Bouvaque;;;BOULEVARD;VAUBAN;BOULEVARD VAUBAN;1;19.732;TERTIAIRE;ENT;84;80001;Abbeville;200070993;80;32;238
2022;800010401;Faubourg de la Bouvaque;15;;BOULEVARD;VAUBAN;15 BOULEVARD VAUBAN;1;160.836;TERTIAIRE;ENT;86;80001;Abbeville;200070993;80;32;239
2021;780050103;Champs de Villars;201;;AVENUE;DU GENERAL DE GAULLE;201 AVENUE DU GENERAL DE GAULLE;1;173.534;TERTIAIRE;ENT;84;78005;Achères;200059889;78;11;239
2024;800010501;La Porte au Bois;11;;RUE;VENDEMIAIRE;11 RUE VENDEMIAIRE;1;31.477;TERTIAIRE;ENT;94;80001;Abbeville;200070993;80;32;239
2023;800010401;Faubourg de la Bouvaque;15;;BOULEVARD;VAUBAN;15 BOULEVARD VAUBAN;1;154.486;TERTIAIRE;ENT;86;80001;Abbeville;200070993;80;32;239
2023;800010401;Faubourg de la Bouvaque;;;BOULEVARD;VAUBAN;BOULEVARD VAUBAN;1;18.933;TERTIAIRE;ENT;84;80001;Abbeville;200070993;80;32;240
2021;780050103;Champs de Villars;186;;AVENUE;DU GENERAL DE GAULLE;186 AVENUE DU GENERAL DE GAULLE;1;170.909;INDUSTRIE;ENT;43;78005;Achères;200059889;78;11;240
2022;800010401;Faubourg de la Bouvaque;;;BOULEVARD;VAUBAN;BOULEVARD VAUBAN;1;19.445;TERTIAIRE;ENT;84;80001;Abbeville;200070993;80;32;240
2024;800010501;La Porte au Bois;52;;RUE;VENTOSE;52 RUE VENTOSE;1;51.597;TERTIAIRE;ENT;68;80001;Abbeville;200070993;80;32;240
2024;800010501;La Porte au Bois;23;;RUE;VENTOSE;23 RUE VENTOSE;1;364.44;INDUSTRIE;ENT;10;80001;Abbeville;200070993;80;32;241
2021;780050103;Champs de Villars;205;B;AVENUE;DU GENERAL DE GAULLE;205 B AVENUE DU GENERAL DE GAULLE;1;284.584;TERTIAIRE;ENT;61;78005;Achères;200059889;78;11;241
2023;800010501;La Porte au Bois;11;;RUE;VENDEMIAIRE;11 RUE VENDEMIAIRE;1;8.794;TERTIAIRE;ENT;87;80001;Abbeville;200070993;80;32;241
2022;800010501;La Porte au Bois;11;;RUE;VENDEMIAIRE;11 RUE VENDEMIAIRE;1;2.777;TERTIAIRE;ENT;87;80001;Abbeville;200070993;80;32;241
2021;780050101;Gare;2;;RUE;EDOUARD BRANLY;2 RUE EDOUARD BRANLY;1;588.375;INDUSTRIE;ENT;43;78005;Achères;200059889;78;11;242
2024;800010501;La Porte au Bois;9184;F;RUE;VENTOSE;9184 F RUE VENTOSE;1;31.845;INDUSTRIE;ENT;43;80001;Abbeville;200070993;80;32;242
2022;800010501;La Porte au Bois;;;RUE;VENDEMIAIRE;RUE VENDEMIAIRE;1;50.249;INDUSTRIE;ENT;43;80001;Abbeville;200070993;80;32;242
2023;800010501;La Porte au Bois;52;;RUE;VENTOSE;52 RUE VENTOSE;1;52.091;TERTIAIRE;ENT;68;80001;Abbeville;200070993;80;32;242
2021;780050109;Chêne Feuillu;55;;RUE;GEORGES BOURGOIN;55 RUE GEORGES BOURGOIN;1;86.22;TERTIAIRE;ENT;84;78005;Achères;200059889;78;11;243
2022;800010501;La Porte au Bois;52;;RUE;VENTOSE;52 RUE VENTOSE;1;57.636;TERTIAIRE;ENT;68;80001;Abbeville;200070993;80;32;243
2023;800010501;La Porte au Bois;23;;RUE;VENTOSE;23 RUE VENTOSE;1;368.109;TERTIAIRE;ENT;47;80001;Abbeville;200070993;80;32;243
2024;800010501;La Porte au Bois;27;;RUE;VICTOR HUGO;27 RUE VICTOR HUGO;1;55.659;TERTIAIRE;ENT;87;80001;Abbeville;200070993;80;32;243
2024;800010501;La Porte au Bois;;;RUE;VICTOR HUGO;RUE VICTOR HUGO;1;54.703;TERTIAIRE;ENT;70;80001;Abbeville;200070993;80;32;244
